"agencyIdentification","agencyCode","agencyCity","agencyProvince","agencyPhone","agencyAddress1","agencyCap","agencyEmail","agencyDescription","agencyfax","companyId","companyName","status","order"
"AGCALUSO 2 1381","1381","CALUSO 2 ","  ","0119831555","","","","ASSIPIU' DI ACTIS GUIDO E BANCHIO MARCO SNC","",1,"Cristallo srls","published",""
"AGTORINOEA0027","EA0027","TORINO","  ","011 921 0471","","","","ASSIPO SAS","",1,"Cristallo srls","published",""
"AGALESSANDRIA127","127","ALESSANDRIA","  ","0131232475","","","","ASSIPOINT","",1,"Cristallo srls","published",""
"AGBOLLATEAMD","AMD","BOLLATE","  ","328 051 8883","","","","ASSIPROMO SAS ","",1,"Cristallo srls","published",""
"AGBRAASSIROERO","ASSIROERO","BRA","CN","0172 44771","","","","ASSIROERO","",1,"Cristallo srls","published",""
"AGTORINO S.RITA00","00","TORINO S.RITA","TO","0113242017","P.ZZA SANTA RITA DA CASCIA 6","10136","","ASSISANTARITA DI GAMBINO ANGELO &amp; C. SAS","",1,"Cristallo srls","published",""
"AGTORINO 5 1519","1519","TORINO 5 ","  ","0113020211","","","","ASSISTECA SPA","",1,"Cristallo srls","published",""
"AGMILANO0667","0667","MILANO","  ","02 877115","","","","ASSISTUDIO","",1,"Cristallo srls","published",""
"AGTORINO70436","70436","TORINO","  ","011537273","","","","ASSISTUDIO SRL","",1,"Cristallo srls","published",""
"AG0667 CORRETTO","0667 CORRETTO","ASSISTUDIO SRL CASALE MONFERRATO","  ","0142452444","","","","ASSISTUDIO SRL CASALE MONFERRATO","",1,"Cristallo srls","published",""
"AGOULX00","00","OULX","TO","0122832184","VIA MONGINEVRO 84","10056","","ASSISUSA DI ROBERTO FAURE SAS","",1,"Cristallo srls","published",""
"AGVERONA 285288","85288","VERONA 2","  ","0458094711","","","","ASSITECA","",1,"Cristallo srls","published",""
"AGMILANO 470457","70457","MILANO 4","  ","02546791","","","","ASSITECA SPA","",1,"Cristallo srls","published",""
"AGGALLIATE64473","64473","GALLIATE","  ","0321800400","","","","ASSITICINO S.R.L.","",1,"Cristallo srls","published",""
"AGTORINO 1372468","72468","TORINO 13","  ","0114335281","","","","ASSITORINO","",1,"Cristallo srls","published",""
"AGMILANO 31310","1310","MILANO 3","  ","02 325304","","","","ASSITRE SAS ","",1,"Cristallo srls","published",""
"AGMONTEVARCHI00410","00410","MONTEVARCHI","  ","055 982810","","","","ASSI-VAL DI DAMI CARLO E C. S.N.C. MONTEVARCHI","",1,"Cristallo srls","published",""
"AGTORINOADO","ADO","TORINO","  ","0115184177","","","","ASSIVI","",1,"Cristallo srls","published",""
"AGTORINO000432","000432","TORINO","  ","011 382 2251","","","","ASSIZETA SRL TORINO TAZZOLI","",1,"Cristallo srls","published",""
"AGTORINO 6AZT","AZT","TORINO 6","  ","0114376632","","","","ASSOLOGOS SRL","",1,"Cristallo srls","published",""
"AGASTI363","363","ASTI","  ","0141433611","","","","ASTI","",1,"Cristallo srls","published",""
"AGASTI2056","2056","ASTI","  ","014131780","","","","ASTI","",1,"Cristallo srls","published",""
"AGASTI007","007","ASTI","  ","","","","SINISTRI.TSUNAMI@AON.IT","ASTI","",1,"Cristallo srls","published",""
"AGASTI64261","64261","ASTI","  ","0141594317","","","CALLCENTER.DIREZIONESINISTRI@UNIPOLSAI.IT","ASTI","",1,"Cristallo srls","published",""
"AGASTI 2202","202","ASTI 2","  ","0141593305","","","AG0202@AXA-AGENZIE.IT","ASTI","",1,"Cristallo srls","published",""
"AGASTI020","020","ASTI","  ","0141557260","","","","ASTI","",1,"Cristallo srls","published",""
"AGASTI00","00","ASTI","  ","3493964168","","","","ASTI ","",1,"Cristallo srls","published",""
"AGASTI0462","0462","ASTI","  ","014131780","","","A0462@AGENZIA-AVIVA.IT","ASTI","",1,"Cristallo srls","published",""
"AGASTI201","201","ASTI","  ","0141531108","","","","ASTI","",1,"Cristallo srls","published",""
"AG0012","0012","ASTI","  ","","","","","ASTI","",1,"Cristallo srls","published",""
"AG01310","01310","ASTI","  ","","","","","ASTI","",1,"Cristallo srls","published",""
"AGASTI6018","6018","ASTI","  ","0141354149","","","","ASTI ALFIERI","",1,"Cristallo srls","published",""
"AGASTIT22","T22","ASTI","AT","0141 593907","VIA C. L. GRANDI, 6","14100","","ASTI ALFIERI","",1,"Cristallo srls","published",""
"AGASTIT22","T22","ASTI","  ","0141 593907","","","","ASTI ALFIERI","",1,"Cristallo srls","published",""
"AGASTI ALFIERI137","137","ASTI ALFIERI","  ","0141410683","","","","ASTI ALFIERI","",1,"Cristallo srls","published",""
"AGASTI ANTICA ZECCA106000","106000","ASTI ANTICA ZECCA","  ","0141434100","","","","ASTI ANTICA ZECCA","",1,"Cristallo srls","published",""
"AGASTI CAVALLOTTI061190","061190","ASTI CAVALLOTTI","  ","0141351269","","","","ASTI CAVALLOTTI","",1,"Cristallo srls","published",""
"AGASTI CICERO18D","18D","ASTI CICERO","  ","0141 531093","","","","ASTI CICERO","",1,"Cristallo srls","published",""
"AG","ASTI DANTE","ASTI DANTE","  ","0141531093","","","","ASTI DANTE","",1,"Cristallo srls","published",""
"AGASTI DANTE1406","1406","ASTI DANTE","  ","0141531093","","","","ASTI DANTE ","",1,"Cristallo srls","published",""
"AGASTI 138","138","ASTI ","  ","0141410683","","","","ASTI DANTE","",1,"Cristallo srls","published",""
"AGASTI2481","2481","ASTI","  ","014134584","","","","ASTI DEL POPOLO","",1,"Cristallo srls","published",""
"AGASTI14100","14100","ASTI","  ","014134437","","","","ASTI DUOMO","",1,"Cristallo srls","published",""
"AGASTI 2019545","019545","ASTI 2","  ","0141 34437","","","","ASTI DUOMO ","",1,"Cristallo srls","published",""
"AGASTI470","470","ASTI","  ","014134437","","","","ASTI DUOMO SNC","",1,"Cristallo srls","published",""
"AGASTI0122","0122","ASTI","  ","0141590088","","","ASTI@GROUPAMA.IT","ASTI -GAGLIARDI DIEGO","",1,"Cristallo srls","published",""
"AGASTI0001","0001","ASTI","  ","","","","SINISTRI@ASTIGLOBAL.IT","ASTI GLOBAL","",1,"Cristallo srls","published",""
"AGASTI 300011","00011","ASTI 3","  ","0141 531108","","","","ASTI GLOBAL INSURANCE","",1,"Cristallo srls","published",""
"AGASTI1735","1735","ASTI","  ","014131780","","","","ASTI MATTEOTTI ","",1,"Cristallo srls","published",""
"AGASTI 3 LV9","LV9","ASTI 3 ","  ","0141594279","","","","ASTI MEDICI","",1,"Cristallo srls","published",""
"AGASTIN00008","N00008","ASTI","  ","0141530330","","","AGENZIA008@GROPAMA.IT","ASTI N0008","",1,"Cristallo srls","published",""
"AGASTI 4T4C","T4C","ASTI 4","  ","0141538659","","","","ASTI PALIO","",1,"Cristallo srls","published",""
"AGASTI 2I08","I08","ASTI 2","  ","0141530684","","","","ASTI STATUTO","",1,"Cristallo srls","published",""
"AGASTI 5 005","005","ASTI 5 ","  ","0141592824","","","","ASTI VIA OSPEDALE","",1,"Cristallo srls","published",""
"AGASTIASSIBLU","ASSIBLU","ASTI","  "," 0141532331","","","","ASTIASSIBLU","",1,"Cristallo srls","published",""
"AGCANELLI 2 0 1 0","0 1 0","CANELLI 2 ","  ","0141835117","","","","ASTIASSIBLU","",1,"Cristallo srls","published",""
"AGSETTIMO18000","18000","SETTIMO","  ","0118970230","","","","AUDENINO ","",1,"Cristallo srls","published",""
"AGAVELLINOI09","I09","AVELLINO","  ","082528761","","","","AVELLINO","",1,"Cristallo srls","published",""
"AGAOSTA4589","4589","AOSTA","  ","0165-35662","","","","AVENUE CONSEIL","",1,"Cristallo srls","published",""
"AGAVIGLIANA 1T25","T25","AVIGLIANA 1","  ","0119313001","","","","AVIGLIANA","",1,"Cristallo srls","published",""
"AGAVIGLIANA31X","31X","AVIGLIANA","  ","0119342042","","","","AVIGLIANA ","",1,"Cristallo srls","published",""
"AGAVIGLIANA114","114","AVIGLIANA","TO","011 932 8692","CORSO LAGHI, 157","10051","","AVIGLIANA/SUSA","",1,"Cristallo srls","published",""
"AGSAVONA0185","0185","SAVONA","  ","010411471","","","","AVIVA","",1,"Cristallo srls","published",""
"AGALPIGNANO0853","0853","ALPIGNANO","  ","0119662751","","","","AVIVA ALPIGNANO","",1,"Cristallo srls","published",""
"AG0773","0773","AVIVA BIELLA","  ","015403033","","","","AVIVA BIELLA","",1,"Cristallo srls","published",""
"AGMILANO2492","2492","MILANO","  ","0227751","","","","AVIVA MILANO","",1,"Cristallo srls","published",""
"AGBRA0302","0302","BRA","  ","0172413269","","","","AXA","",1,"Cristallo srls","published",""
"AGASTI 40206","0206","ASTI 4","  ","0141593904","","","","AXA 2","",1,"Cristallo srls","published",""
"AGACQUI TERME013","013","ACQUI TERME","  ","0144443102","","","","AXA ASSICURAZIONI","",1,"Cristallo srls","published",""
"AGORBASSANO434","434","ORBASSANO","  ","0114147546","","","","AXA ASSICURAZIONI ANGELILLO ROSARIA MONICA","",1,"Cristallo srls","published",""
"AGVILLAFRANCA DI VERONA02411","02411","VILLAFRANCA DI VERONA","  "," 0456304234","","","","AXA ASSICURAZIONI BISSOLI &amp; PACCHERA ASSICURATORI SNC DI BISSOLI DAVIDE E PACCHERA DIEGO E VALERIANO","",1,"Cristallo srls","published",""
"AGDOMODOSSOLA000615","000615","DOMODOSSOLA","  ","0324240331","","","","AXA ASSICURAZIONI GUGLIELMETTI GIULIANO","",1,"Cristallo srls","published",""
"AGTORINO 800028","00028","TORINO 8","  "," 0114474244","","","","AXA ASSICURAZIONI VALOBRA GUY ASSICURAZIONI S.A.S. DI ENRICO VALOBRA GUY","",1,"Cristallo srls","published",""
"AGNUVOLERAAZS","AZS","NUVOLERA","  ","","","","","AZS","",1,"Cristallo srls","published",""
"AGVERCELLI 3B.B.","B.B.","VERCELLI 3","  ","0161501516","","","","B.B ASSICURAZIONI DI BELLARDITA GIUSEPPE &amp; C. S.A.S","",1,"Cristallo srls","published",""
"AGGENOVA0781","0781","GENOVA","  ","010593763","","","","BAGNI ASSICURAZIONI","",1,"Cristallo srls","published",""
"AGBAGNOLO SAN VITO SAN BIAGIOTS3","TS3","BAGNOLO SAN VITO SAN BIAGIO","  ","0376618855","","","","BAGNOLO SAN VITO SAN BIAGIO","",1,"Cristallo srls","published",""
"AGCASALE MONFERRATO 272316","72316","CASALE MONFERRATO 2","  ","0142781575","","","","BALDIN &amp; PARTNERS SRL","",1,"Cristallo srls","published",""
"AGCASALE MONFERRATO108","108","CASALE MONFERRATO","  ","0142781575","","","","BALDINE PARTNERS","",1,"Cristallo srls","published",""
"AGFANCU777777777","777777777","FANCU","  ","3405258004","","","","BAMBOLO WIFI","",1,"Cristallo srls","published",""
"AGRORETO DI CHERASCO230","230","RORETO DI CHERASCO","  ","0172486763","","","","BANCA CHERASCO","",1,"Cristallo srls","published",""
"AGASTI00","00","ASTI","  ","0141393111","","","","BANCA CR ","",1,"Cristallo srls","published",""
"AGASTI731","731","ASTI","  ","","","","SINISTRI.TSUNAMI@AON.IT","BANCA DI ASTI","",1,"Cristallo srls","published",""
"AGASTI001","001","ASTI","  ","","","","SINISTRI.TSUNAMI@AON.IT","BANCA DI ASTI ","",1,"Cristallo srls","published",""
"AG98000","98000","BANCA DI ASTI","  ","","","","","BANCA DI ASTI","",1,"Cristallo srls","published",""
"AGASTIZ3","Z3","ASTI","  ","","","","","BANCA SELLA ASTI","",1,"Cristallo srls","published",""
"AGTORINO 358","58","TORINO 3","  ","","","","","BANCA SELLA PIAZZA GAUDENZA","",1,"Cristallo srls","published",""
"AGBIELLA5317","5317","BIELLA","  ","015 35011","","","","BANCA SELLA PIAZZA GAUDENZA","",1,"Cristallo srls","published",""
"AGALESSANDRIA 2 AAA","AAA","ALESSANDRIA 2 ","  ","0131235505","","","","BARBAERIS E GORANI","",1,"Cristallo srls","published",""
"AGBRADSFSAS","DSFSAS","BRA","  ","0172412786","","","","BARBERIS","",1,"Cristallo srls","published",""
"AGCASALE MONFERRATO 3 2035 CORRETTO","2035 CORRETTO","CASALE MONFERRATO 3 ","  ","0142454135","","","","BARBERIS E GORANI","",1,"Cristallo srls","published",""
"AGBARI39248","39248","BARI","  ","0805248383","","","","BARI","",1,"Cristallo srls","published",""
"AGTORINO 3APV","APV","TORINO 3","  ","0117410958","","","","BARTOLINI &amp; MAURI ASSICURATORI","",1,"Cristallo srls","published",""
"AGTORINO 3 0625","0625","TORINO 3 ","  ","0117410958","","","","BARTOLINI E MAURI","",1,"Cristallo srls","published",""
"AGTORINO 21233999","1233999","TORINO 2","  ","0117410958","","","","BARTOLINI E MAURI SRL","",1,"Cristallo srls","published",""
"AGGALLIATE252","252","GALLIATE","  ","0321861723","","","","BASLA GALLIATE","",1,"Cristallo srls","published",""
"AGBIELLA0602","0602","BIELLA","  ","01527448","","","","BATTEZZATI","",1,"Cristallo srls","published",""
"AGSALUZZO00","00","SALUZZO","CN","017545809","VIA S.PELLICO 6","12037","","BATTISTI RAG.ALBERTO","",1,"Cristallo srls","published",""
"AG4581","4581","CAPANNORI ","  ","0583 92151","","","","BC ASSICURA SRL","",1,"Cristallo srls","published",""
"AGCARMAGNOLA008","008","CARMAGNOLA","  ","01197300","","","","BCC","",1,"Cristallo srls","published",""
"AGNOVARA00","00","NOVARA","NO","0321453550","CORSO VERCELLI 55 C","28100","","BEGNI STEFANO &amp; C. ASSICURAZIONI S.A.S. DI BEGNI STEFANO","",1,"Cristallo srls","published",""
"AGBEINASCO1562","1562","BEINASCO","  ","0113490386","","","","BEINASCO GENERALE","",1,"Cristallo srls","published",""
"AGMONCALIERI0","0","MONCALIERI","  ","011642404","","","","BELLANA CORSO FAILLA ASSICURAZIONI","",1,"Cristallo srls","published",""
"AG BELLARIA-IGEA MARINA079","079"," BELLARIA-IGEA MARINA","  ","0541347691","","","","BELLARIA IGEA MARINA","",1,"Cristallo srls","published",""
"AG550","550","BELLINZAGO NOVARESE","  ","0321927373","","","","BELLINZAGO NOVARESE","",1,"Cristallo srls","published",""
"AGMONCALIERI2261","2261","MONCALIERI","  ","0116407212","","","","BELTRAMO","",1,"Cristallo srls","published",""
"AGMONCALIERIN00148","N00148","MONCALIERI","  ","0116407212","","","","BELTRAMO ASSICURAZIONI SNC","",1,"Cristallo srls","published",""
"AGMONCALIERI545","545","MONCALIERI","  ","0116407212","","","","BELTRAMO ASSICURAZIONI SNC","",1,"Cristallo srls","published",""
"AGBERGAMO13C","13C","BERGAMO","  ","035358411","","","","BERGAMO","",1,"Cristallo srls","published",""
"AGBERGAMO2022","2022","BERGAMO","  ","03519960328","","","","BERGAMO","",1,"Cristallo srls","published",""
"AGBERGAMO 00031","00031","BERGAMO ","  ","","","","BERGAMO1@GROUPAMA.IT","BERGAMO 1","",1,"Cristallo srls","published",""
"AGBERGAMO41094","41094","BERGAMO","  ","035248624","","","","BERGAMO CAPEXXUTO SNC","",1,"Cristallo srls","published",""
"AGBERGAMO PORTA NUOVA206","206","BERGAMO PORTA NUOVA","  ","035223328","","","","BERGAMO PORTA NUOVA","",1,"Cristallo srls","published",""
"AGBERGAMO XX SETTEMBRE207","207","BERGAMO XX SETTEMBRE","  ","035247420","","","","BERGAMO XX SETTEMBRE","",1,"Cristallo srls","published",""
"AGALESSANDRIA4044","4044","ALESSANDRIA","  ","01311978083","","","","BERNI E SARTIN","",1,"Cristallo srls","published",""
"AGALESSANDRIA 14044 CORRETTO","4044 CORRETTO","ALESSANDRIA 1","  ","0131235813","","","","BERNI E SARTIN SRL","",1,"Cristallo srls","published",""
"AGCANELLI 2 S22","S22","CANELLI 2 ","  ","0141832737","","","","BERTA E GIARGIA","",1,"Cristallo srls","published",""
"AGLODI0112","0112","LODI","  ","0371424261","","","","BERTI DAVIDE ASSICURAZIONI","",1,"Cristallo srls","published",""
"AGSETTIMO TORINESE18","18","SETTIMO TORINESE","  ","0118004412","","","","BERTOLINO &amp; PATTI SNC","",1,"Cristallo srls","published",""
"AGMILANOAA","AA","MILANO","  ","02 7200 1297","","","","BES DI ENRICO SCALINI","",1,"Cristallo srls","published",""
"AGBESOZZO036","036","BESOZZO","  ","0332772782","","","","BESOZZO","",1,"Cristallo srls","published",""
"AGASTI 2002481","002481","ASTI 2","  ","0141595739","","","","BEVILACQUA","",1,"Cristallo srls","published",""
"AGPAVIA00220","00220","PAVIA","  ","0382 302100","","","","BF DI BAROSSELLI DAVIDE","",1,"Cristallo srls","published",""
"AGBIELLAT1F","T1F","BIELLA","  "," 0158496238","","","","BI BROKER","",1,"Cristallo srls","published",""
"AG00805","00805","BERGAMO","  ","035 270200","","","","BIANCHI GIOVANNA","",1,"Cristallo srls","published",""
"AGBIELLA33027","33027","BIELLA","  ","0158493320","","","","BIELLA","",1,"Cristallo srls","published",""
"AGBIELLA006","006","BIELLA","  ","01533847","","","","BIELLA","",1,"Cristallo srls","published",""
"AGBIELLA05","05","BIELLA","  ","015840833","","","","BIELLA","",1,"Cristallo srls","published",""
"AGBIELLA A00343","00343","BIELLA A","  ","0152522235","","","","BIELLA","",1,"Cristallo srls","published",""
"AGBIELLA 3 65234","65234","BIELLA 3 ","  ","01523656","","","","BIELLA","",1,"Cristallo srls","published",""
"AGBIELLA204","204","BIELLA","  ","01522355188","","","","BIELLA","",1,"Cristallo srls","published",""
"AGBIELLA200","200","BIELLA","  ","015403438","","","","BIELLA 2000","",1,"Cristallo srls","published",""
"AGBIELLA 2 141","141","BIELLA 2 ","  ","015 23824","","","BIELLABENGASI.141@AGENZIE.ITALIANA.IT","BIELLA BENGASI","",1,"Cristallo srls","published",""
"AGBIELLA21I","21I","BIELLA","  ","015 23824","","","","BIELLA CENTRO","",1,"Cristallo srls","published",""
"AGBIELLAAAA","AAA","BIELLA","  ","01527188","","","","BIELLA CENTRO","",1,"Cristallo srls","published",""
"AGBIELLA CENTRO21 I ","21 I ","BIELLA CENTRO","  ","0158490394","","","","BIELLA CENTRO 1","",1,"Cristallo srls","published",""
"AGBIELLA 300601","00601","BIELLA 3","  ","0158493330","","","","BIELLA COSTA SNC","",1,"Cristallo srls","published",""
"AGBIELLA116 BIELLA","116 BIELLA","BIELLA","  ","01523298","","","","BIELLA GAMMA ALBERTO","",1,"Cristallo srls","published",""
"AGBIELLA00","00","BIELLA","BI","01533848","VIA ANTONIO GRAMSCI, 1","13900","AGENZIA.BIELLAGRAMSCI.IT@GENERALI.COM","BIELLA GRAMSCI","01530806",1,"Cristallo srls","published",""
"AGBIELLA10B","10B","BIELLA","  ","0153702818","","","","BIELLA MAC","",1,"Cristallo srls","published",""
"AGBIELLA5170","5170","BIELLA","  ","01520468","","","","BIELLA MATTEOTTI","",1,"Cristallo srls","published",""
"AGBIELLA","IH5","BIELLA","  "," 0152528111","","","","BIELLA MICCA ","",1,"Cristallo srls","published",""
"AGBIELLAA","A","BIELLA","  ","01521397","","","","BIELLA MICCA","",1,"Cristallo srls","published",""
"AGBIELLA363","363","BIELLA","  ","0152522323","","","","BIELLA PISCOZZO","",1,"Cristallo srls","published",""
"AGBIELLA02623","02623","BIELLA","  ","01523774","","","","BIELLA Q","",1,"Cristallo srls","published",""
"AGBIELLA VIA CARSO733","733","BIELLA VIA CARSO","  ","015 23655","","","","BIELLA VIA CARSO","",1,"Cristallo srls","published",""
"AGBIELLA 3 LH6","LH6","BIELLA 3 ","  ","01531440","","","","BIELLA VIA EUGENIO BONA","",1,"Cristallo srls","published",""
"AGBIELLA142","142","BIELLA","  "," 015 21654","","","BIELLAXXSETTEMBRE.142@AGENZIE.ITALIANA.IT","BIELLA XX SETTEMBRE","",1,"Cristallo srls","published",""
"AGCANELLI012H","012H","CANELLI","  ","0141835152","","","","BIELLO E DEL DUCA SAS DI BIELLO PIERCARLA E C.","",1,"Cristallo srls","published",""
"AGBISCEGLIE689","689","BISCEGLIE","  ","080 395 7725","","","","BISCEGLIE ","",1,"Cristallo srls","published",""
"AGTORINO A00587","00587","TORINO A","  ","0116502442","","","H587@HELVETIA.IT","BLUA GROUP S.N.C. DI BLUA MAURO ANTONIO &amp; C.","",1,"Cristallo srls","published",""
"AGBO1038","1038","BO","  ","014134437","","","","BO","",1,"Cristallo srls","published",""
"AGOULX157","157","OULX","  ","0122 831255","CORSO TORINO 10","","INFO@ASSIOULX.IT","BOERI","",1,"Cristallo srls","published",""
"AGPINEROLO00","00","PINEROLO","TO","012175577","VIA BERTACCHI 13","10064","","BOETTO ASSICURAZIONI SNC DI ANNA E ROSSELLA BOETTO","",1,"Cristallo srls","published",""
"AGBOGLIASCO-RECCO594","594","BOGLIASCO-RECCO","  ","018576003","","","","BOGLIASCO-RECCO","",1,"Cristallo srls","published",""
"AGBOLLATE GARBAGNATE186","186","BOLLATE GARBAGNATE","  "," 02 350 3520","","","","BOLLATE GARBAGNATE","",1,"Cristallo srls","published",""
"AGBOLOGNA100","100","BOLOGNA","  ","051225754","","","","BOLOGNA","",1,"Cristallo srls","published",""
"AGBOLOGNA618","618","BOLOGNA","  ","800 99 33 88","","","","BOLOGNA","",1,"Cristallo srls","published",""
"AGBOLZANOA060","A060","BOLZANO","  ","0471976281","","","","BOLZANO 1 ","",1,"Cristallo srls","published",""
"AGBORDIGHERA093","093","BORDIGHERA","  ","0184 998415","","","","BORDIGHERA ","",1,"Cristallo srls","published",""
"AGBORDIGHERALL3","LL3","BORDIGHERA","  ","0184260762","","","","BORDIGHERA","",1,"Cristallo srls","published",""
"AGBORGARO5475","5475","BORGARO","  ","0114543335","","","","BORGARO STADIUM LANZO","",1,"Cristallo srls","published",""
"AG46018","46018","BORGARO TORINESE","  ","0114501903","","","","BORGARO TORINESE","",1,"Cristallo srls","published",""
"AGPINEROLO 658306","58306","PINEROLO 6","  ","0121.374888","","","","BORGHESE ASSICURAZIONI","",1,"Cristallo srls","published",""
"AGGAVARDO002","002","GAVARDO","  "," 036532106","","","","BORGHI ASSICURAZIONI ","",1,"Cristallo srls","published",""
