pointType,pointDescription,pointAddress1,pointCity,pointProvince,pointZip,pointWelcome,pointPhone,pointRefererPhone,pointEmail,pointWelcomeDate,pointHolderPhone
"CRISTALLO","GE_SESTRI LEVANTE_01_AUTOFFICINA ANTONIO DI PANARO ANTONIO","VIA VILLA RAGONE, 17/ L","SESTRI LEVANTE","GE","16039","","","3200412954","","",""
"CRISTALLO","GE_SESTRI LEVANTE_02_FRATELLI MARTO","VIA NAZIONALE, 181","SESTRI LEVANTE","GE","16039","","","3294876701","FRATELLIMARTO@ALICE.IT","","3332634848"
"CRISTALLO","GE_ZOAGLI_01_AUTOFFICINA ZOAGLI DI LIBERTI","VIA COLOMBO, 1","ZOAGLI","GE","16035","true","0185258523","3927596270","AUTOFFICINAZOAGLI@GMAIL.COM","17/07/2023 10:18",""
"CRISTALLO","GENOVA_01_CB PNEUMATICI GENOVA BOLZANETO","VIA MORASSO 31/33/35","GENOVA","GE","16136","","0107262006","","BOLZANETO@VEGOM.COM","",""
"CRISTALLO","GENOVA_02_CB PNEUMATICI GENOVA PORTO","VIALE AFRICA, SNC","GENOVA","GE","16149","","0104965764","","GENOVAPORTO@VEGOM.COM","",""
"CRISTALLO","GENOVA_03_GENOVA_AUTOSERVICE DI TEDESCHI VINCENZO ","VIA ROANA, 34/R","GENOVA","GE","16167","","","3397390888","","",""
"CRISTALLO","IM_DIANO MARINA_01_ GHIRARDI AUTOFFICINA SAS"," VIA GENERALE ARDOINO, 257","DIANO MARINA","IM","18013","","0183402888","347 223 8691","","",""
"BCS","IMPERIA_01_AUTOTECNICA DI.MA.","VIA IV NOVEMBRE, 22","IMPERIA","IM","18100","true","0183710045","335 571 8787","AUTOTECNICADIMA@GMAIL.COM","03/11/2023 08:44",""
"CRISTALLO","LUCA CASA","VIA CIAO 1","BARGE","CN","12032","","","","","",""
"CRISTALLO","MI_01_MAGENTA_F.G.A. GOMME","STRADA DEL ROCCOLO, 46","MAGENTA","MI","20013","true","","345 107 3137","FGASERVICE2@GMAIL.COM","15/11/2021 16:28",""
"CRISTALLO","MI_01_OSSONA_RS CAR SERVICE","VIALE EUROPA, 73","OSSONA","MI","20010","true","","3936960672","RSCARSERVICE2017@GMAIL.COM","13/11/2021 08:44",""
"CRISTALLO","MI_CORBETTA_AUTORIPARAZIONI CENTROGOMME MARISE FABIO","VIALE BORLETTI, 48","CORBETTA","MI","20011","","0297272253","329 789 2522","FABIO.MARISE@ALICE.IT","",""
"CRISTALLO","MI_VITTUONE_01_TOP GEAR DI FABIO AMARADIO","VIA ORTIGARA 6","VITTUONE","MI","20010","","","347 520 4565","INFO@TOPGEARCAR.IT","",""
"CRISTALLO","NO ALE MEZZAGG!!!","GDSGGG","FGFDSGD","TE","10021","","","","","",""
"CRISTALLO","NO ALE TT GG!!!!","VIA CIAO","CARMAGNOLA","TO","10022","","","","","",""
"CRISTALLO","NO ANDREA FERIE","FDFHDHH","TJNJN","TO","11111","","","","","",""
"CRISTALLO","NO DOME MEZZA GG","FSDFGSG","ETGDGSDSDGSG","IO","1111","","","","","",""
"CRISTALLO","NO DOME TT IL GG!!","GGLJNGDL","TKNKJBK","TO","10212","","","","","",""
"CRISTALLO","NO GIO - PERMESSO!","SADDD","JNKJDNBJDSF","TO","10111","","","","","",""
"CRISTALLO","NO GIO TT GG!!","SAFDF","TOJNKJ","TO","12121","","","","","",""
"CRISTALLO","NO GIUSEPPE","FGFFDH","VDGSDG","TO","11111","","","","","",""
"CRISTALLO","NO MAUR TT GG!!","DADFSA","DFDFFDS","TO","15315","","","","","",""
"ACREW","NO MAURI MEZZA GG","DGGGS","DSAFFSF","TO","10000","","","","","",""
"ACREW","NO MAURI TT GG","NO MAURI TT GG","5151","TO","1515","","","","","",""
"ACREW","NO SAMU PERMESSO ","PERMESSO","PERMESSO","TO","10022","","","","","",""
"CRISTALLO","NO SAMU TUTTO IL GIORNO!","DFFDD","1515","TO","12125","","","","","",""
"CRISTALLO","NO SANTO MEZZA GG!","GFHDGSGSF","TORINO","TO","10022","","","","","",""
"CRISTALLO","NO SANTO TUTTO IL GIORNO!!!!","CCSSD","DGSGGGSDGSD","DF","1111","","","","","",""
"CRISTALLO","NO_ARONA_01_CARROZZERIA VERBANO DI SENIGAGLIA M. E FIGLI SNC","VIA GENERALE CHINOTTO 65","ARONA","NO","28041","true","0322243095","340 614 3437","INFO@CARROZZERIAVERBANO.IT","08/10/2021 14:51",""
"CRISTALLO","NO_ARONA_02_DSC GARAGE","VIA MONTE ROSA, 48","ARONA ","NO","28041","","0322212145","","","",""
"CRISTALLO","NO_ARONA_03_ARONA GARAGE 68","VIA VITTORIO VENETO, 101","ARONA","NO","28041","","0322243123","3518541808","","",""
"CRISTALLO","NO_BELLINZAGO NOVARESE_01_ OFFICINA PAROLA SNC","VIA DELLA LIBERTÃ, 193"," BELLINZAGO NOVARESE","NO","28043","true","032198061","339 860 1818","OFFICINAPAROLA@GMAIL.COM","04/11/2021 09:41",""
"CRISTALLO","NO_BELLINZAGO NOVARESE_02_DF AUTO","VIA LIBERTA', 27/A","BELLINZAGO NOVARESE","NO","28047","","0321039484"," 349 815 526","IL-DADE@HOTMAIL.IT","",""
"CRISTALLO","NO_BELLINZAGO NOVARESE_03_EURO GROUP "," VIA DELLA LIBERTÃ, 244","BELLINZAGO NOVARESE","NO","28043","true","","340 404 3406","CARROZZERIAEUROGROUP.BELLINZAGO@GMAIL.COM","11/05/2023 11:54",""
"CRISTALLO","NO_BOCA_01_AGAZZONE SNC DI CERRI STEFANO &amp;C.","VIA UNITÃ D'ITALIA 13","BOCA","NO","28010","","032287300","340 460 6946","ILARIAXX@LIBERO.IT","","333 911 9291"
"CRISTALLO","NO_BORGOMANERO_01_AUTOCARROZZERIA CERUTTI DI CERUTTI FRANCO ","VIA DELL'ACACIA 7 ","BORGOMANERO","NO","28021","","0322843560","334 975 3233","CARROZZERIA-CERUTTI@VIRGILIO.IT","",""
"CRISTALLO","NO_BORGOMANERO_02_BORGO GOMME SNC (SEDE 1)","VIA NOVARA 184/E","BORGOMANERO","NO","28021","true","","338 160 2560","BORGOGOMME@LIBERO.IT","01/07/2021 14:46",""
"CRISTALLO","NO_BORGOMANERO_03_CARROZZERIA GODIO SRL","VIA DONIZZETTI, 99","BORGOMANERO","NO","28021","","0322841645","","CARROZZERIAGODIO@GMAIL.COM","",""
"CRISTALLO","NO_BORGOMANERO_04_AUTOCARROZZERIA CERRI PAOLO","VIA RESIGA 15","BORGOMANERO","NO","28021","","032281861","366 814 7251","AUTOCARROZZERIACERRI@GMAIL.COM","",""
"CRISTALLO","NO_BRIGA NOVARESE_01_AUTORIPARAZIONI EFFEVI","VIALE CESARE BATTISTI 83","BRIGA NOVARESE","NO","28010","","032293504","347 869 8060","INFO@AUTORIPARAZIONIEFFEVI.IT","",""
"CRISTALLO","NO_BRIONA_01_OFFICINA FRANCO LORO","VIA PROVINCIALE 48","BRIONA","NO","28072","","0321826217","3519771676","INFO@CARROZZERIALORO.IT","",""
"CRISTALLO","NO_CALTIGNAGA_01_GRASSI GROUP		","VIA RISORGIMENTO 109","CALTIGNAGA","NO","28010","","0321652300","3457244309","SIMONE.FORNAROLI@GRASSIGROUP.IT","","3341691766"
"CRISTALLO","NO_CALTIGNAGA_02_AUTORIPARAZIONI VALMAR","VIA S.PERTINI 9","CALTIGNAGA","NO","28010","true","0321652101","328 555 7586","VALMARSAS22@GMAIL.COM","21/04/2022 14:20",""
"CRISTALLO","NO_CALTIGNAGA_03_AUTORIPARAZIONI SANTINATO GIOVANNI","VIA COMO 1A","SOLOGNO DI CALTIGNAGA","NO","28010","true","0321652289","388 742 2074","INFO@AUTOSANTINATO.IT","12/07/2021 10:31",""
"CRISTALLO","NO_CAMERI_01_CARROZZERIA D'ACHILLE","VIA TOSCANINI 18","CAMERI","NO","28062","true","0321518396","329 388 8319","POSTA@CARROZZERIADACHILLE.IT","03/08/2021 08:56",""
"CRISTALLO","NO_CAMERI_02_CARROZZERIA ZAMBON","STRADA MICHELONA 101","CAMERI","NO","28062","true","0321510074","334 711 5213","CARR.ZAMBON@LIBERO.IT","08/06/2022 09:09",""
"CRISTALLO","NO_CAMERI_03_CARROZZERIA GIORDANO","VIA M.Q. BALLARA 8","CAMERI","NO","28062","","0321518827","348 526 0176","CARROZZERIAGIORDANO@GMAIL.COM","",""
"CRISTALLO","NO_CAMERI_04_AUTOFFICINA COGLIANDRO ROBERTO","VIA STRELLA 9","CAMERI","NO","28062","true","0321518688","329 215 0566","A_COGLIANDRO1@VIRGILIO.IT","14/10/2021 15:15",""
"BCS","NO_CAMERI_05_SPALTINI AUTORIPARAZIONI","VIA BALLARA, 6","CAMERI","NO","28062","","0321518086","339 489 1566","AUTORIP.SPALTINI@GMAIL.COM","",""
"CRISTALLO","NO_CAMERI_06_AUTO SPARK","VIA MUGGIO, 12","CAMERI","NO","28062","true","","320 011 0326","AUTOSPARKSNC@GMAIL.COM","11/11/2021 10:54",""
"CRISTALLO","NO_CAMERI_07_AR AUTOFFICINA DI ALESSIO ROVEA","VIA DA VINCI, 31","CAMERI","NO","28062","true","0321510928","328 811 0277","ARAUTOFFICINA@GMAIL.COM","14/12/2021 11:01",""
"CRISTALLO","NO_CASTELLETTO SOPRA TICINO_01_AUTORIPARAZIONI DSC CARRI","VIA TICINESE 1","CASTELLETTO SOPRA TICINO","NO","28053","true","0331913232"," 348 766 379","DSC.CARRI@GMAIL.COM","27/01/2022 14:57",""
"CRISTALLO","NO_CASTELLETTO SOPRA TICINO_02_B.SERVICE AUTOFFICINA","VIA SEMPIONE 116","CASTELLETTO SOPRA TICINO","NO","28053","","0331879600","","BSERVICECASTELLETTO@GMAIL.COM","","377 433 1979"
"CRISTALLO","NO_CASTELLETTO SOPRA TICINO_03_AUTO PAOLO SAS &amp; C ","VIA CADUTI LIBERTA' 253","CASTELLETTO SOPRA TICINO","NO","28053","true","0331971151","3478772456","AUTOPAOLOSAS@GMAIL.COM","07/02/2022 16:28",""
"CRISTALLO","NO_CASTELLETTO SOPRA TICINO_04_PIZZOCCHERI FRATELLI","VIA SEMPIONE 1","CASTELLETTO SOPRA TICINO","NO","28053","true","0331924297","3356271192","PIZZOCCHERI.FIAT.IVECO@VIRGILIO.IT","28/02/2022 14:29",""
"CRISTALLO","NO_CASTELLETTO SOPRA TICINO_05_VMA DI MASSA ALBERTO","VIA VETRERIA 7","CASTELLETTO SOPRA TICINO","NO","28053","true","0331972677","3382561279","OFFICINA@VMAAUTORIPARAZIONI.IT","20/01/2022 15:26",""
"CRISTALLO","NO_CAVALLIRIO_01_AUTORIPARAZIONI MONZANI FABIO","VIA GIACOMO MATTEOTTI, 51,","CAVALLIRIO","NO","28010","true","016380161","3387706603","AUTO.MONZANI@LIBERO.IT","12/11/2021 09:20",""
"CRISTALLO","NO_CAVALLIRIO_02_AUTO SERVICE MONTEROSA-BESTDRIVE","VIA DELLO STREGO 3 ","CAVALLIRIO","NO","28010","true","0163806201","3488706965","AMMINISTRAZIONE@ILPNEUMATICODOCCASIONE.COM","20/12/2023 10:07",""
"CRISTALLO","NO_CERANO_01_MECCATRONICA DI CAPELLA MARCO","VIA CROSA, 38/40","CERANO","NO","28065","true","0321728448","340 635 3397","MARCOCAPELLA.MECCATRONICA@GMAIL.COM","14/09/2022 10:36",""
"CRISTALLO","NO_COMIGNAGO_01_CARROZZERIA BALDO DI BALDO SIMONE","LOCALITÃ PULICE 8","COMIGNAGO","NO","28060","","0163840937","3478721329","","",""
"CRISTALLO","NO_DORMELLETTO_01_SEM CAR AUTORIPARAZIONI","CORSO CAVOUR 158","DORMELLETTO","NO","28040","","0322498273","392 129 5647","DIREZIONE.SEMSRL@GMAIL.COM","","349 507 6219"
"CRISTALLO","NO_FARA NOVARESE_01_AUTORIPARAZIONI MOSSETTI SNC","VIA ROMA 68/A","FARA NOVARESE","NO","28073","true","0321819502","","INFO@MOSSETTISNC.IT","05/08/2021 12:11","338 344 9293"
"CRISTALLO","NO_FARA NOVARESE_02_FRIGATO AUTORIPARAZIONI_EX MOSSETTI","VIA ROMA, 68/A","FARA NOVARESE","NO","28073","true","","3397290449","INFO@FRIGATO-AUTORIPARAZIONI.IT","15/09/2023 17:18",""
"CRISTALLO","NO_GALLIATE_01_INAUTO AUTORIPARAZIONI","VIALE FAUSER, 8","GALLIATE","NO","28066","true","0321861616","3518865574","FEDERICA@INAUTOGALLIATE.IT","15/06/2021 08:37",""
"CRISTALLO","NO_GALLIATE_02_RR MOTORS","VIA TICINO, 20","GALLIATE","NO","28066","true","","3405456502","RRMOTORS.RODOLFORESTUCCIA@GMAIL.COM","31/05/2022 09:29",""
"CRISTALLO","NO_GALLIATE_03_ARATI GOMME","VIA NOVARA, 26","GALLIATE","NO","28066","true","0321861537","339 212 3124","ARATIGOMME@ARATIGOMME.IT","09/08/2022 09:41",""
"CRISTALLO","NO_GALLIATE_05_CARROZZERIA VANZAGO","VIA MASINI,57","GALLIATE","NO","28066","","0321862725","339 336 8502","CARROZZERIAVANZAGO@FASTWEBNET.IT","",""
"BCS","NO_GARBAGNA NOVARESE_01_GARAGE OLIMPIA","VIA XIII MARTIRI 1","GARBAGNA NOVARESE","NO","28070","true","0321882114"," 334848658","GARAGEOLIMPIABOSCH@GMAIL.COM","08/11/2021 11:05","3397473075"
"CRISTALLO","NO_GATTICO_01_VIP PNEUS (BORGO GOMME SEDE 2)","VIA PIOLA 84/C","GATTICO","NO","28013","","0322831663","338 935 0381","INFO@VIPPNEUS.IT","",""
"CRISTALLO","NO_GATTICO_02_AUTORIPARAZIONI FLORIANI","VIA LEONARDI, 60","GATTICO","NO","28013","true","0322838356","3386573301","MARCELLA@OFFICINAFLORIANI.IT","31/03/2022 11:55",""
"CRISTALLO","NO_GATTICO_03_CARROZZERIA RIVA","VIA CASCINETTA, 3","GATTICO","NO","28013","true","0322838180","345 502 6575","RIVA.CARROZZERIA@GMAIL.COM","07/12/2021 17:35",""
"CRISTALLO","NO_GHEMME_01_AUTORIPARAZIONI GABRIELLI","VIA NOVARA 104/A","GHEMME","NO","28074","","0163840937","3334115242","OFFICINAGABRIELLI@GMAIL.COM","",""
"CRISTALLO","NO_GOZZANO_01_ZR PNEUMATICI SNC","VIA PER NOVARA, 16/A","GOZZANO","NO","28024","true","032294947","370 150 2341","SERVICE@ZRPNEUMATICI.IT","30/11/2021 11:08","348 003 3286"
"CRISTALLO","NO_GOZZANO_02_AUTORIPARAZIONI DI TARDANI DAVIDE","VIA PER AUZATE, 17","GOZZANO","NO","28024","true",""," 331 905 075","NUOVOAUTOSHOP@GMAIL.COM","20/12/2021 11:32",""
"CRISTALLO","NO_GRANOZZO CON MONTICELLO_01_AUTORIPARAZIONI BULGARELLI GIANLUIGI","VIA ANTONIO GRAMSCI 58","GRANOZZO CON MONTICELLO","NO","28060","true","032155134"," 338739357","GIGIOGRANOZZO@LIBERO.IT","15/03/2022 09:20",""
"CRISTALLO","NO_LUMELLOGNO_01_CARROZZERIA CAR SERVICE SRLS","VIA PIER LOMBARDO, 203","LUMELLOGNO","NO","28100","","","346 942 1872","CARROZZERIACARSERVICESRLS20@GMAIL.COM","",""
"CRISTALLO","NO_MARANO_01_G.A.I.A. GARAGE SAS","VIA SEMPIONE, 1/B","TICINO","NO","28040","true","0321923145","3493071575","GAIAGARAGE08@GMAIL.COM","28/10/2022 09:53",""
"CRISTALLO","NO_MARGATTINO_01_CARROZZERIA ELLEDUE","STR. PER NOVARA, 145","MARGATTINO","NO","28062","true","0321865430","333 342 6326","CARROZZERIAELLEDUE1@GMAIL.COM","14/07/2021 10:29",""
"CRISTALLO","NO_MARGATTINO_02_GRUPPO RESICAR NOVARA","STR. PER NOVARA, 143","MARGATTINO","NO","28062","true","0321159143"," 338124790","A.MELLA@GRUPPORESICAR.IT","08/08/2023 09:13",""
"CRISTALLO","NO_MASSINO VISCONTI_01_VISCONTI AUTO - GENOVA E C. SNC","VIA ALTO VERGANTE","MASSINO VISCONTI","NO","28040","true","0322219380","335 818 2025","INFO@VISCONTIAUTO.IT","30/06/2021 09:52",""
"CRISTALLO","NO_MEINA_01_MASTRETTA CARLO AUTORIPARAZIONI","VIA FABBRICHE 35","MEINA","NO","28046","true","0322669623","340 245 4390","CARLOMASTRETTA@TISCALI.IT","16/11/2022 11:54",""
"CRISTALLO","NO_MEINA_02_FIORAUTO DI FIORANI LUCA","VIA SEMPIONE 47","MEINA","NO","28046","true","0322660822","340 301 3817","FIORAUTO2005@LIBERO.IT","30/08/2021 16:30","335 348 102"
"CRISTALLO","NO_NIBBIOLA_01_CARROZZERIA 2000","VIA G. RAVIZZA, 11/A","NIBBIOLA","NO","28070","","0321884406","","INFO@CARROZZERIA2000.NET","",""
"CRISTALLO","NO_OLEGGIO_01_CAR-SERVICE GOBBATO A.&amp;CHRISTIAN","VIA GALLARATE 29","OLEGGIO","NO","28047","true","032191849","340 359 1634","FORDGOBBATO@GMAIL.COM","16/07/2021 11:16",""
"CRISTALLO","NO_OLEGGIO_02_CARROZZERIA EURO GROUP SRL","VIA SEMPIONE 77","OLEGGIO","NO","28047","true","","349 434 3378","CARROZZERIA.EUROGROUP@GMAIL.COM","16/07/2021 08:53",""
"CRISTALLO","NO_OLEGGIO_03_CARROZZERIA EURO GROUP SRL (SEDE 2)","VIA MOMO 208/A","OLEGGIO","NO","28047","","0321960622","335 877 5246","","",""
"CRISTALLO","NO_OLEGGIO_04_AZZURRA GOMME SRL","VIA VERBANO, 15","OLEGGIO","NO","28047","true","","349319693","INFO@AZZURRAGOMMESRL1.191.IT","14/10/2021 09:50",""
"CRISTALLO","NO_OLEGGIO_05_CUSTOM GARAGE","VIA RASPAGNA, 46/B","OLEGGIO","NO","28047","true","032194589","3472586251","CUSTOMGARAGEOLEGGIO@HOTMAIL.COM","04/04/2022 14:55",""
"CRISTALLO","NO_OLEGGIO_06_ALEX MOTOR RACING","VIA STRERA, 63","OLEGGIO","NO","28047","true","032191296","3470713348","ALEXMOTORRACING@GMAIL.COM","07/04/2022 10:33",""
"CRISTALLO","NO_OLEGGIO_07_VALAZZA MOTOR SPORT","VIA CALINI, 20/A","OLEGGIO","NO","28047","true","","351 801 4477","INFO@VALAZZAMOTORSPORT.IT","12/11/2021 10:35",""
"CRISTALLO","NO_OLEGGIO_08_AUTOSERVICE DI VALSESIA ROBERTO","VIA DEI NEGRI, 23","OLEGGIO","NO","28047","","0321992582","338 278 8960","AUTOSERVICEVR@LIBERO.IT","",""
"CRISTALLO","NO_OLEGGIO_09_OLEGGIO MOTORI SRL","VIA VERBANO, 12","OLEGGIO","NO","28047","true","032193911","366 591 2437","AMMINISTRAZIONE@OLEGGIOMOTORI.IT","22/11/2021 10:31",""
"CRISTALLO","NO_OLEGGIO_10_HG MOTORSERVICE","VIA COMIGNAGO 10","OLEGGIO CASTELLO","NO","28040","","","340 817 8000","","",""
"CRISTALLO","NO_PERNATE_01_VITERBO AUTO ","VIA TURBIGO 101","PERNATE","NO","28100","","","334 390 3290","ASSISTENZA@VITERBOAUTO.COM","",""
"CRISTALLO","NO_ROMENTINO_01_CARROZZERIA 2ERREGI SAS","VIA MARCO POLO 13","ROMENTINO ","NO","28068","true","0321867870","3406321589","INFO@2ERREGI.COM","21/10/2021 08:53",""
"CRISTALLO","NO_ROMENTINO_02_CARROZZERIA BRUNACCI ","VIA DEL SAMBUCO 2","ROMENTINO","NO","28068","",""," 3495326527","","",""
"CRISTALLO","NO_ROMENTINO_03_ABIERRE CARROZZERIA SRLS","VIA TRECATE 13BIS","ROMENTINO","NO","28068","","0321038771","3312063604","ABIERRECARROZZERIA@TISCALI.IT","","3470594850"
"CRISTALLO","NO_SAN MAURIZIO D'OPAGLIO_01_NINO GOMME SNC DI MURABITO DAVIDE E ROBERTO","VIA BRUGHIERE 66","SAN MAURIZIO D'OPAGLIO","NO","28017","true","","320 704 1849","NINOGOMME@LIBERO.IT","30/06/2021 11:08",""
"CRISTALLO","NO_SAN PIETRO MOSEZZO_01_CARROZZERIA RICCI","VIA A.VOLTA 15","S.PIETRO MOSEZZO","NO","28060","","0321468681","333 772 6493","RICCICAR@INWIND.IT","",""
"CRISTALLO","NO_SAN PIETRO MOSEZZO_02_MIGLIORATI CARROZZERIA","VIA PROV. PER BIANDRATE 43","SAN PIETRO MOSEZZO","NO","28060","","0321468647","347 601 0197","INFO@MIGLIORATICARROZZERIA.IT","",""
"CRISTALLO","NO_SAN PIETRO MOSEZZO_03_CENTRO REVISIONI AUTORALLY SRL","VIALE DELL'INDUSTRIA, 45","SAN PIETRO MOSEZZO ","NO","28060","true","0321540016","","DELEGAZIONEACI@AUTO-RALLY.IT","12/05/2022 09:12",""
"CRISTALLO","NO_TRECATE_01_AUTO NO STRESS BY CARROZZERIA SAN GIULIO","VIA DEI CAMPI, 29/B","TRECATE","NO","28069","true","0321611962","340 235 2351","INFO@AUTONOSTRESS.COM","24/02/2023 14:41",""
"CRISTALLO","NO_TRECATE_02_CARROZZERIA ROMANO","VIA NOVA, 82","TRECATE","NO","28069","true","032173763","349 684 7823","CARROZZERIAROMANO64@GMAIL.COM","17/01/2022 09:07",""
"CRISTALLO","NO_TRECATE_03_GELARDI GOMME","VIA ROMENTINO,66","TRECATE","NO","28069","","032175770","338 754 8684","GELARDIGOMMESAS@ALICE.IT","",""
"CRISTALLO","NO_TRECATE_04_AMBAR SRLS","VIA TORINO 80A","TRECATE","NO","28069","true","0321779180","392317530","INFO@AMBARCAR.IT","19/05/2022 17:05",""
"CRISTALLO","NO_TRECATE_05_CARROZZERIA CUTRONA","VIA DOSSI 14","TRECATE","NO","28069","","032173904","3802887662","","",""
"CRISTALLO","NO_TRECATE_06_IOVANE SAVERIO","VIA TRENTO, 31","TRECATE","NO","28069","true","","","SAVE40@LIBERO.IT","31/07/2023 17:03",""
"CRISTALLO","NO_VARALLO POMBIA_01_EFFEBI DI BELUSSI CENTRO REVISIONI E AUTORIPARAZIONI","VIA BRERA 37","VARALLO POMBIA","NO","28040","true","0321957514","3890561873","FLAVIO.BELUSSI@VIRGILIO.IT","14/12/2021 15:17",""
"CRISTALLO","NO_VARALLO POMBIA_03_CARROZZERIA METE SNC DI LUIGI E MARCO","S.S. TICINESE 9","VARALLO POMBIA","NO","28040","","0321956101","3473086002","LUIGIMETE@LIBERO.IT","",""
"CRISTALLO","NONE_04_TARTAGLIA PNEUMATICI E TAGLIANDI","VIA EINAUDI, 12","NONE","TO","10060","true","3332041770","","ANTOXZ1000@HOTMAIL.IT","13/11/2023 10:44",""
"CRISTALLO","NOVARA_01_AUTOMOTIVE GROUP NOVARA SRLS","CORSO DELLA VITTORIA 16","NOVARA","NO","28100","true","0321478175","349 847 0972","AUTOMOTIVEGROUP.NOVARA@GMAIL.COM","13/07/2022 14:16",""
"CRISTALLO","NOVARA_02_NEW AUTORIPARAZIONI 2000 ","CORSO TRIESTE 19/A","NOVARA","NO","28100","","0321478175","3485967798","NEWAUTORIPARAZIONI2000@GMAIL.COM","",""
"CRISTALLO","NOVARA_03_AUTORIPARAZIONI RIZZATO SNC","VIA CAVALCAVIA S.MARTINO 22","NOVARA","NO","28100","true","0321398243","333 822 8376","MORENORIZZATO@LIBERO.IT","22/07/2021 11:18",""
"CRISTALLO","NOVARA_04_GARAGE AGO SAS","STRADA PRIVATA BAZZI 26","NOVARA","NO","28100","true","0321391739","339 296 4762","GARAGE_AGO@LIBERO.IT","10/09/2021 10:48",""
"CRISTALLO","NOVARA_05_NOVARAMOTORI DI SPADARO DANIEL","VIA MONTANARA 26","NOVARA","NO","28100","true","0321461762","338 310 7748","NOVARAMOTORI@ALICE.IT","04/02/2022 09:22",""
"CRISTALLO","NOVARA_06_RINALDI BARONCHELLI &amp;C. SNC","CORSO TRIESTE 27/C","NOVARA","NO","28100","true","0321692651","328 941 4793","RINALDI.BARONCHELLI@LIBERO.IT","28/03/2023 11:50",""
"CRISTALLO","NOVARA_07_GARAGE KENNEDY DI SPIRITO STEFANO","VIALE ALLEGRA 20","NOVARA","NO","28100","true","0321398624","335 167 0271","INFO@GARAGEKENNEDY.IT","14/09/2021 14:29",""
"CRISTALLO","NOVARA_08_AUTORIMESSA CENTRALE DI PASSARELLA FABIO SNC","VIA DEL GAZZURLO 18","NOVARA","NO","28100","","","3397605007","AMMINISTRAZIONE@AUTORIMESSACENTRALE.IT","",""
"CRISTALLO","NOVARA_09_AUTOFFICINA MI.FRAN","VIA ANDREA COSTA 49/C","NOVARA","NO","28100","true","0321628996","339 884 5101","MIFRANSNC@GMAIL.COM","30/08/2021 10:34",""
"CRISTALLO","NOVARA_10_MELONI BRUNO &amp; C. SNC","VIA GIOVANNI DA VERRAZZANO, 6","NOVARA","NO","28100","true","0321478677","349 545 7339","MELONI.FIAT@GMAIL.COM","03/09/2021 09:32",""
"CRISTALLO","NOVARA_11_GIORGIO FIORENZA SNC","VIALE ALESSANDRO VOLTA, 98","NOVARA","NO","28100","true","02426290033","3395999738","INFO@GIORGIOFIORENZA.IT","10/09/2021 11:15",""
"CRISTALLO","NOVARA_12_AUTORIPARAZIONI STEFANO BATTIONI","VIA MONTE ROSA 18","NOVARA","NO","28100","true","0321613351","339 886 1188","ASB04@LIBERO.IT","26/10/2021 12:03",""
"CRISTALLO","NOVARA_13_PIT STOP REVISIONI SNC DI CONTARTESE DAVIDE E SABATINO BIAGIO &amp; C.","VIA ANTONIO PACINOTTI, 1F","NOVARA","NO","28100","true","0321696720","328 612 2599","PITSTOPGOMMENOVARA@GMAIL.COM","15/11/2021 09:02","347 146 1754"
"CRISTALLO","NOVARA_14_DE.BE.VA AUTORIPARAZIONI DI DE BENEDETTI &amp; VALENTINI (SEDE 2 DI NEW AUTORIP.2000)","VIA SOTTILE 2","NOVARA","NO","28100","","0321627335","348 913 9811","","",""
"CRISTALLO","NOVARA_15_ABI CAR DI FABRIZIO FRANCONE","VIA NINO OXILIA, 2C","NOVARA","NO","28100","true","0321477571","393 916 3522","ABICAR.PS@GMAIL.COM","08/11/2021 09:26",""
"CRISTALLO","NOVARA_16_CARROZZERIA NUVOLONE DI TAPLO PAOLO","CORSO RISORGIMENTO, 456","NOVARA","NO","28100","","032156612","333 805 9473","","",""
"CRISTALLO","NOVARA_17_AUTOMAGENTA  CONCESSIONARIA CITROEN","VIA BIANDRATE,58","NOVARA","NO","28100","true","0321679590","","ASSISTENZA.NOVARA@AUTOMAGENTA.IT","16/02/2022 09:23",""
"CRISTALLO","NOVARA_18_AUTOCENTRO REVISIONI AUTO MOTO","VIALE BUONARROTI, 16,","NOVARA","NO","28100","true","032136000","338350818","AUTOCENTRO_VERRILLI@LIBERO.IT","05/04/2022 09:51",""
"CRISTALLO","NOVARA_19_EASY BAR S.AS. AUTOLAVAGGIO","VIA EUROPA, 100","NOVARA","NO","28100","true","","3756754004","SAMANTHA.CHIORBOLI@GMAIL.COM","06/10/2023 11:53",""
"CRISTALLO","NOVARA_20_AG MOTORS DI GUARNIERO ANDREA SAS","VIA MARIE CURIE, 10","NOVARA ","NO","28100","true","0321620048","339 488 5822","ANDREAAGMOTORS76@GMAIL.COM","29/07/2023 09:27",""
"CRISTALLO","NOVARA_21_ELETTROGOMME SERVICE","VIALE PIAZZA D'ARMI, 24/A","NOVARA","NO","28100","true","","338 707 6788","ELETTROGOMME.NOVARA@GMAIL.COM","15/02/2023 15:16","349 859 7736"
"CRISTALLO","NOVARA_22_SUPERAUTO S.P.A. NOVARA - CONCESSIONARIA E CENTRO ASSISTENZA","VIA MARIE CURIE, 21","NOVARA","NO","28100","","","","","",""
"CRISTALLO","NOVARA_23_AUTORIPARAZIONI DUE EMME SNC","VIA DONIZETTI, 66","NOVARA ","NO","28100","true","","","DUEEMME46@GMAIL.COM","13/02/2024 14:36",""
